#Hhst|H id|Ea|KTR komplett|Ktr bez|Ktr art|Kst|Kstst bez|Sk|Sk bez|Sk pos|Sk pos bez|Ep|Sk finre|Sk finre bez|Fp|Proj|Proj bez|J2011_ERG|J2011_FINERG|J2012_ERG|J2012_FINERG|J2013_ERG|J2013_FINERG|J2014_PLAN|J2015_PLAN|J2016_PLAN|J2017_PLAN|J2018_PLAN|J2019_PLAN
02400_53500|249211|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|1|||-13 742.08|-13 742.08|-13 609.96|-13 609.96|-15 441.50|-15 441.50|-15 000|-17 160|-17 420|-17 690|-17 960|-18 230
02400_53510|249212|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56242000|Miete für Fachanwendungen an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76242000|Miete für Fachanwendungen an Eigenbetrieb KIJ|1|||-108 624.61|-108 624.61|-191 760.53|-191 760.53|||0|0|0|0|0|0
02400_53520|249213|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56243000|Miete andere Anwendungen an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76243000|Miete andere Anwendungen an Eigenbetrieb KIJ|1|||-101 782.80|-101 782.80|-104 601.60|-104 601.60|||0|0|0|0|0|0
02400_53600|249214|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|1|||-6 696.00|-6 696.00|-10 515.85|-10 515.85|-9 328.65|-9 328.65|-10 600|-8 800|-9 400|-9 080|-9 220|-9 360
02400_53700|249215|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56215000|Miete für Bürotechnik an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76215000|Miete für Bürotechnik an Eigenbetrieb KIJ|1|||-4 564.49|-4 564.49|-2 063.48|-2 063.48|-1 995.03|-1 995.03|-2 100|-1 690|-1 720|-1 750|-1 780|-1 810
02400_53801|249216|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|E_02h|sonstige laufende Aufwendungen|1|76216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|1|||-193.35|-193.35|-202.21|-202.21|||-500|-500|-500|-500|-500|-500
02400_54010|249217|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|52321000|Betriebskosten an Eigenbetrieb KIJ|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-28 312.00|-28 312.00|-24 045.19|-24 045.19|-32 068.87|-32 068.87|-32 070|-25 100|-25 900|-26 700|-26 700|-26 700
02400_54015|249218|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56951000|Periodenfremde Aufwendungen - Betriebskostennachzahlung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||||-9 289.84|-9 289.84|-42.88|-42.88|0|0|0|0|0|0
02400_56200|249219|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56120000|Aufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76120000|Auszahlungen für Aus- und Fortbildung|1|||-4 015.10|-4 015.10|-2 023.61|-2 023.61|-2 299.22|-2 299.22|-4 200|-4 200|-4 200|-4 200|-4 200|-4 200
02400_57100|249220|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|52441000|Ausstattungs- und Verbrauchsmaterial|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72441000|Ausstattungs- und Verbrauchsmaterial|1|||-1 151.04|-71.28|-3 006.47|-4 041.33|-2 723.97|-2 768.87|-2 000|-2 000|-2 000|-2 000|-2 000|-2 000
02400_58200|249221|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56930000|Repräsentationen|E_02h|sonstige laufende Aufwendungen|1|76930000|Repräsentationen|1|||-60 427.45|-59 384.33|-97 214.22|-95 531.84|-96 811.36|-87 320.99|-75 000|-90 000|-60 000|-75 000|-75 000|-75 000
02400_58300|249222|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56930000|Repräsentationen|E_02h|sonstige laufende Aufwendungen|1|76930000|Repräsentationen|1|||-3 750.05|-4 012.63|-2 729.20|-2 599.20|-2 962.45|-3 047.45|-5 300|-5 200|-5 500|-5 200|-5 200|-5 200
02400_58301|249223|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56930000|Repräsentationen|E_02h|sonstige laufende Aufwendungen|1|76930000|Repräsentationen|1|||-3 190.00|-3 120.00|0.00|-190.00|-1 250.00|-1 250.00|0|0|0|0|0|0
02400_58302|249224|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56190000|Sonstige Personalnebenaufwendungen|E_02h|sonstige laufende Aufwendungen|1|76190000|Sonstige Personalnebenauszahlungen|1|||||-1 218.89|-1 218.89|-937.00|-877.00|-850|-1 500|-1 800|-1 500|-1 500|-1 500
02400_63300|249225|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|52491000|Aufwendungen für Veranstaltungen - ohne bezogene Leistungen|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72491000|Auszahlungen für Veranstaltungen - ohne bezogene Leistungen|1|||-18 966.28|-12 999.30|-13 825.03|-19 690.06|-14 171.80|-14 188.65|-12 000|-10 000|-10 000|-10 000|-10 000|-10 000
02400_63400|249226|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56291000|Lizenzaufwendungen - nicht Datenverarbeitung|E_02h|sonstige laufende Aufwendungen|1|76291000|Lizenzauszahlungen - nicht Datenverarbeitung|1|||||||-604.19|-475.79||0|0|0|0|0
02400_63410|249227|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56292000|Vergütungsaufwendungen - Verwertungsgesellschaft Wort|E_02h|sonstige laufende Aufwendungen|1|76292000|Vergütungsauszahlungen - Verwertungsgesellschaft Wort|1|||||-20 458.04|-20 458.04|||0|0|0|0|0|0
02400_63700|249228|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|52482000|Sonstige bezogene Leistungen - Druckkosten|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72482000|Sonstige bezogene Leistungen - Druckkosten|1|||-3 894.53|-3 412.58|-15 538.15|-16 020.10|-12 105.38|-12 105.38|-55 000|-5 000|-55 000|-5 000|-5 000|-5 000
02400_63710|249229|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|52481000|Sonstige bezogene Leistungen - allgemein|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72481000|Sonstige bezogene Leistungen - allgemein|1|||-126 987.95|-124 487.95|-33 686.76|-25 004.90|-25 207.22|-34 983.90|-3 000|-5 000|-5 000|-5 000|-5 000|-5 000
02400_64291|249230|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56890000|Sonstige betriebliche Steueraufwendungen|E_02h|sonstige laufende Aufwendungen|1|76890000|Sonstige betriebliche Steuerauszahlungen|1|||||||-95.00|-95.00||0|0|0|0|0
02400_65000|249233|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56312000|Bürobedarf|E_02h|sonstige laufende Aufwendungen|1|76312000|Bürobedarf|1|||-2 710.01|-2 499.48|-2 342.99|-2 553.52|-2 241.65|-1 989.39|-3 200|-2 200|-2 200|-2 200|-2 200|-2 200
02400_65100|249234|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56321000|Fachliteratur, Zeitschriften|E_02h|sonstige laufende Aufwendungen|1|76321000|Fachliteratur, Zeitschriften|1|||-3 742.77|-3 374.17|-2 971.70|-3 210.42|-3 017.26|-2 969.90|-3 800|-2 800|-2 800|-2 800|-2 800|-2 800
02400_65201|249235|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56330000|Porto und Versandkosten|E_02h|sonstige laufende Aufwendungen|1|76330000|Porto und Versandkosten|1|||-727.28|-727.28|-526.23|-526.23|-715.42|-715.42|-1 800|-1 800|-1 800|-1 800|-1 800|-1 800
02400_65202|249236|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56341100|Fernmeldegebühren einschl. GEZ|E_02h|sonstige laufende Aufwendungen|1|76341100|Fernmeldegebühren einschl. GEZ|1|||-575.36|-575.36|-431.52|-431.52|||0|0|0|0|0|0
02400_65250|249237|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|1|||-3 581.20|-3 581.20|-2 817.57|-2 659.64|-3 088.11|-3 246.04|-2 700|-3 240|-3 290|-3 340|-3 400|-3 460
02400_65255|249238|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56341200|Fernmeldegebühren an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76341200|Fernmeldegebühren an Eigenbetrieb KIJ|1|||-2 129.82|-2 129.82|-3 028.01|-2 779.51|-3 418.81|-3 277.64|-2 300|-2 300|-2 300|-2 300|-2 300|-2 300
02400_65300|249239|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56351000|Öffentliche Bekanntmachungen|E_02h|sonstige laufende Aufwendungen|1|76351000|Öffentliche Bekanntmachungen|1|||-874.98|-874.98|-706.06|-706.06|-303.21|-303.21||0|0|0|0|0
02400_65301|249240|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56351000|Öffentliche Bekanntmachungen|E_02h|sonstige laufende Aufwendungen|1|76351000|Öffentliche Bekanntmachungen|1|||-12 826.05|-11 912.24|-12 133.87|-12 895.41|-12 294.38|-12 450.60|-15 000|-13 500|-13 500|-13 500|-13 500|-13 500
02400_65400|249241|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56131000|Aufwendungen für Dienstreisen und Dienstgänge|E_02h|sonstige laufende Aufwendungen|1|76131000|Auszahlungen für Dienstreisen und Dienstgänge|1|||-705.60|-748.80|-710.45|-719.45|-1 091.05|-1 091.05|-1 500|-1 500|-1 500|-1 500|-1 500|-1 500
02400_65450|249242|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56132000|Dienstreiseaufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76132000|Dienstreiseauszahlungen für Aus- und Fortbildung|1||||||||||-500|-500|-500|-500|-500
02400_65510|249243|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56251000|Gutachten, Gerichts- und ähnliche Aufwendungen|E_02h|sonstige laufende Aufwendungen|1|76251000|Gutachten, Gerichts- und ähnliche Aufwendungen|1|||-40 427.78|-40 427.78|-1 500.00|-1 500.00|||-1 000|-12 000|-1 000|-1 000|-1 000|-1 000
02400_66100|249244|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|56420000|Beiträge zu Wirtschaftsverbänden, Berufsvertretungen und Vereinen|E_02h|sonstige laufende Aufwendungen|1|76420000|Beiträge zu Wirtschaftsverbänden, Berufsvertretungen und Vereinen|1|||-80 753.21|-80 753.21|-82 834.55|-82 696.55|-101 940.68|-102 078.68|-103 310|-107 500|-107 500|-107 500|-107 500|-107 500
02400_67930|249245|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|58113000|Aufwendungen aus Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|E_13|Aufwendungen aus internen Leistungsbeziehungen|1|79813000|Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|1|||||-17 378.00|-17 378.00|-48 919.00|-48 919.00||0|0|0|0|0
02400_71810|249247|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|54193000|Personal- und/oder Sachkostenzuschüsse|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74193000|Personal- und/oder Sachkostenzuschüsse|1|||-22 500.00|-22 500.00|-35 000.00|-30 000.00|-38 750.00|-43 400.00|-20 000|-20 000|-20 000|-20 000|-20 000|-20 000
02400_71820|249248|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|54193000|Personal- und/oder Sachkostenzuschüsse|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74193000|Personal- und/oder Sachkostenzuschüsse|1|||-24 298.53|-24 298.53|-28 330.07|-28 330.07|-153 000.90|-140 393.01|-166 500|-156 500|-156 500|-40 000|-40 000|-40 000
02400_71901|260482|A|11120000|Öffentlichkeitsarbeit und Strategie (P)|7|11200|Bereich des Oberbürgermeisters|54199000|Zuschüsse an übrige Bereiche|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74199000|Zuschüsse an übrige Bereiche|1||||||||||0|0|-100 000|0|0
02401_15085|249251|E|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|46951000|Rückzahlung Betriebskosten vom Eigenbetrieb KIJ (periodenfremd)|E_01i|sonstige laufende Erträge|1|64193000|Sonstige privatrechtliche Leistungsentgelte steuerfrei|1|||||||686.34|686.34||0|0|0|0|0
02401_17400|249254|E|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|41449000|Zuweisungen vom sonstigen öffentlichen Bereich (Agentur für Arbeit)|E_01b|Zuwendungen, allgemeine Umlagen und sonstige Transfererträge|1|61449000|Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich|1|||||||||12 620|0|0|0|0|0
02401_41000|260175|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50211000|Dienstbezüge Beamte|E_02a|Personalaufwendungen|1|70211000|Auszahlungen der Dienstbezüge für Beamte|1||||||||||-11 580|-11 700|-11 800|-11 920|-12 030
02401_41100|260176|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50311000|Versorgungsrücklage für Beamte|E_02a|Personalaufwendungen|1|70311000|Auszahlungen für Versorgungsrücklage - Beamte|1||||||||||-130|-150|-150|-140|-140
02401_41400|249256|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50221000|Vergütungen der Arbeitnehmer|E_02a|Personalaufwendungen|1|70221000|Auszahlungen für Vergütungen der Arbeitnehmer|1|||-46 469.61|-46 469.61|-52 628.18|-52 628.18|-53 974.15|-53 974.15|-56 850|-62 240|-62 840|-63 430|-64 020|-64 610
02401_41405|249257|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|29320000|Altersteilzeitrückstellung - Arbeitnehmer|P_3.4|Sonstige Rückstellungen|0|70221000|Auszahlungen für Vergütungen der Arbeitnehmer|1||||-24 068.02||-28 068.88||-24 361.49|-24 820|-20 860|0|0|0|0
02401_41411|249258|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50222000|Leistungsorientierte Bezahlung (LOB) nach § 18 TVöD|E_02a|Personalaufwendungen|1|70222000|Auszahlungen für Leistungszulagen (LOB)|1|||-682.48|-682.48|-1 312.47|-1 312.47|-889.27|-889.27|0|-1 350|-1 560|-1 550|-1 570|-1 580
02401_41412|249259|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50626000|Erfolgsprämie nach § 18 TVöD|E_02a|Personalaufwendungen|1|70626000|Auszahlungen für Erfolgsprämie|1|||-1 600.00|-1 600.00|||-400.00|-400.00||0|0|0|0|0
02401_43000|260177|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50312000|Versorgungsumlage für Beamte|E_02a|Personalaufwendungen|1|70312000|Auszahlungen für Versorgungsumlage - Beamte|1||||||||||-3 740|-3 780|-3 820|-3 860|-3 890
02401_43400|249260|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50320000|Beiträge zu Versorgungskassen - Arbeitnehmer|E_02a|Personalaufwendungen|1|70320000|Beiträge zu Versorgungskassen - Arbeitnehmer|1|||-1 901.10|-1 901.10|-1 779.59|-1 779.59|-1 841.18|-1 841.18|-1 960|-2 070|-2 100|-2 110|-2 130|-2 150
02401_43405|249261|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|29320000|Altersteilzeitrückstellung - Arbeitnehmer|P_3.4|Sonstige Rückstellungen|0|70320000|Beiträge zu Versorgungskassen - Arbeitnehmer|1||||-1 155.83||-1 322.66||-1 172.84|-1 200|-960|0|0|0|0
02401_44400|249262|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|E_02a|Personalaufwendungen|1|70421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|1|||-11 014.56|-11 014.56|-10 454.62|-10 454.62|-10 659.42|-10 659.42|-11 350|-12 180|-12 300|-12 420|-12 540|-12 660
02401_44405|249263|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|29320000|Altersteilzeitrückstellung - Arbeitnehmer|P_3.4|Sonstige Rückstellungen|0|70421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|1||||-6 910.11||-7 570.07||-6 508.05|-6 790|-5 700|0|0|0|0
02401_45000|260178|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50511000|Beihilfe für aktive Beamte|E_02a|Personalaufwendungen|1|70510000|Auszahlungen für Beihilfen für aktive Beamte|1||||||||||-380|-370|-380|-380|-390
02401_45100|249264|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|50501000|Ärztliche Untersuchungen für aktive Beamte und Arbeitnehmer|E_02a|Personalaufwendungen|1|70500000|Auszahlungen für Unterstützungsleistungen und dergleichen|1|||-25.08|-25.08|-76.25|-76.25|-69.65|-69.65|-90|-100|-80|-80|-80|-80
02401_52310|249266|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|8240000|Geringwertige Vermögensgegenstände (VG innerhalb der Wertgrenze 60,01 - 410,00 EUR ohne USt)|A_1.2.8|Betriebs- und Geschäftsausstattung|0|78572000|Auszahlungen für bewegliche Sachen des AV innerhalb der Wertgrenze 60,01 bis 410,00 EUR (ohne USt)|1|116300M10000|BOB GVG|||||||-120|-120|-120|-120|-120|-120
02401_53400|249267|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|56213000|Mieten für Gebäude an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76213000|Mieten für Gebäude an Eigenbetrieb KIJ|1|||-4 640.00|-4 640.00|-6 832.36|-6 832.36|-6 924.74|-6 924.74|-6 930|-7 300|-7 600|-7 600|-7 600|-7 600
02401_53500|249268|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|56241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|1|||-1 717.76|-1 717.76|-2 916.42|-2 916.42|-2 724.97|-2 724.97|-1 950|-3 030|-3 080|-3 130|-3 180|-3 230
02401_53600|249269|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|56214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|1|||-892.80|-892.80|-1 106.93|-1 106.93|-1 749.12|-1 749.12|-1 050|-1 650|-1 680|-1 710|-1 740|-1 770
02401_53700|249270|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|56215000|Miete für Bürotechnik an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76215000|Miete für Bürotechnik an Eigenbetrieb KIJ|1|||||-1 031.73|-1 031.73|-997.52|-997.52|0|-850|-870|-890|-910|-930
02401_54010|249271|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|52321000|Betriebskosten an Eigenbetrieb KIJ|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-4 720.00|-4 720.00|-6 767.91|-6 767.91|-8 892.72|-8 892.72|-8 890|-6 900|-7 100|-7 300|-7 300|-7 300
02401_54015|249272|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|56951000|Periodenfremde Aufwendungen - Betriebskostennachzahlung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||||-1 287.26|-1 287.26||||0|0|0|0|0
02401_56200|249273|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|56120000|Aufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76120000|Auszahlungen für Aus- und Fortbildung|1|||||-478.73|-478.73|||-500|-400|-400|-400|-400|-400
02401_57100|249274|A|11630000|Finanzverwaltung Dezernat 1 (P) - Verrechnungsprodukt|7|10100|PK-Übertrag / Haushaltsteam Dezernat 1|52441000|Ausstattungs- und Verbrauchsmaterial|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72441000|Ausstattungs- und Verbrauchsmaterial|1|||||||||-50|-50|-50|-50|-50|-50
